Location,TimeFrame,DataFormat,Data
Bedford City,2005,Percent,0.2242
Bedford City,2006,Number,1366
Bedford City,2006,Percent,0.2242
Bedford City,2007,Number,1370
Bedford City,2007,Percent,0.2242
Bedford City,2008,Number,1425
Bedford City,2008,Percent,0.2242
Bedford City,2009,Number,1290
Bedford City,2009,Percent,0.20315
Bedford City,2010,Number,1278
Bedford City,2010,Percent,0.2054
Bedford City,2011,Number,1224
Bedford City,2011,Percent,0.17659
Bedford County,2005,Number,14402
Bedford County,2005,Percent,0.22644
Bedford County,2006,Number,14726
Bedford County,2006,Percent,0.22644
Bedford County,2007,Number,14569
Bedford County,2007,Percent,0.21923
Bedford County,2008,Number,14529
Bedford County,2008,Percent,0.21923
Bedford County,2009,Number,15050
Bedford County,2009,Percent,0.22411
Bedford County,2010,Number,15305
Bedford County,2010,Percent,0.22286
Bedford County,2011,Number,15022
Bedford County,2011,Percent,0.21778
Bland,2005,Number,1318
Bland,2005,Percent,0.18557
Bland,2006,Number,1321
Bland,2006,Percent,0.18557
Bland,2007,Number,1328
Bland,2007,Percent,0.18557
Bland,2008,Number,1308
Bland,2008,Percent,0.18557
Bland,2009,Number,1213
Bland,2009,Percent,0.17862
Bland,2010,Number,1220
Bland,2010,Percent,0.17878
Bland,2011,Number,1204
Bland,2011,Percent,0.18577
Botetourt,2005,Number,7367
Botetourt,2005,Percent,0.23168
Botetourt,2006,Number,7412
Botetourt,2006,Percent,0.23168
Botetourt,2007,Number,7678
Botetourt,2007,Percent,0.23168
Botetourt,2008,Number,7635
Botetourt,2008,Percent,0.23168
Botetourt,2009,Number,6934
Botetourt,2009,Percent,0.21302
Botetourt,2010,Number,7434
Botetourt,2010,Percent,0.22427
Botetourt,2011,Number,7171
Botetourt,2011,Percent,0.18328
Bristol,2005,Number,3596
Bristol,2005,Percent,0.20669
Bristol,2006,Number,3597
Bristol,2006,Percent,0.20669
Bristol,2007,Number,3595
Bristol,2007,Percent,0.20669
Bristol,2008,Number,3604
Bristol,2008,Percent,0.20669
Bristol,2009,Number,3510
Bristol,2009,Percent,0.19842
Bristol,2010,Number,3707
Bristol,2010,Percent,0.20785
Bristol,2011,Number,3592
Bristol,2011,Percent,0.18932
Brunswick,2005,Number,3456
Brunswick,2005,Percent,0.18784
Brunswick,2006,Number,3504
Brunswick,2006,Percent,0.18784
Brunswick,2007,Number,3478
Brunswick,2007,Percent,0.18784
Brunswick,2008,Number,3459
Brunswick,2008,Percent,0.18784
Brunswick,2009,Number,3167
Brunswick,2009,Percent,0.18083
Brunswick,2010,Number,3367
Brunswick,2010,Percent,0.19313
Brunswick,2011,Number,3196
Brunswick,2011,Percent,0.21319
Buchanan,2005,Number,5031
Buchanan,2005,Percent,0.19884
Buchanan,2006,Number,4992
Buchanan,2006,Percent,0.19884
Buchanan,2007,Number,4727
Buchanan,2007,Percent,0.19884
Buchanan,2008,Number,4834
Buchanan,2008,Percent,0.19884
Buchanan,2009,Number,4470
Buchanan,2009,Percent,0.19554
Buchanan,2010,Number,4513
Buchanan,2010,Percent,0.18728
Buchanan,2011,Number,4322
Buchanan,2011,Percent,0.23537
Buckingham,2005,Number,3239
Buckingham,2005,Percent,0.19996
Buckingham,2006,Number,3273
Buckingham,2006,Percent,0.19996
Buckingham,2007,Number,3268
Buckingham,2007,Percent,0.19996
Buckingham,2008,Number,3309
Buckingham,2008,Percent,0.19996
Buckingham,2009,Number,3103
Buckingham,2009,Percent,0.19297
Buckingham,2010,Number,3297
Buckingham,2010,Percent,0.19229
Buckingham,2011,Number,3271
Buckingham,2011,Percent,0.20219
Buena Vista,2005,Number,1395
Buena Vista,2005,Percent,0.21462
Buena Vista,2006,Number,1373
Buena Vista,2006,Percent,0.21462
Buena Vista,2007,Number,1406
Buena Vista,2007,Percent,0.21462
Buena Vista,2008,Number,1398
Buena Vista,2008,Percent,0.21462
Buena Vista,2009,Number,1143
Buena Vista,2009,Percent,0.1837
Buena Vista,2010,Number,1424
Buena Vista,2010,Percent,0.21414
Buena Vista,2011,Number,1393
Buena Vista,2011,Percent,0.17235
Campbell,2005,Number,12184
Campbell,2005,Percent,0.23751
Campbell,2006,Number,12354
Campbell,2006,Percent,0.23751
Campbell,2007,Number,12377
Campbell,2007,Percent,0.23751
Campbell,2008,Number,12492
Campbell,2008,Percent,0.23751
Campbell,2009,Number,11433
Campbell,2009,Percent,0.21581
Campbell,2010,Number,12044
Campbell,2010,Percent,0.21961
Campbell,2011,Number,11732
Campbell,2011,Percent,0.22143
Caroline,2005,Number,5816
Caroline,2005,Percent,0.23933
Caroline,2006,Number,6176
Caroline,2006,Percent,0.23933
Caroline,2007,Number,6356
Caroline,2007,Percent,0.23933
Caroline,2008,Number,6663
Caroline,2008,Percent,0.23933
Caroline,2009,Number,6550
Caroline,2009,Percent,0.23502
Caroline,2010,Number,6844
Caroline,2010,Percent,0.23976
Caroline,2011,Number,6749
Caroline,2011,Percent,0.25487
Carroll,2005,Number,6040
Carroll,2005,Percent,0.20337
Carroll,2006,Number,6043
Carroll,2006,Percent,0.20337
Carroll,2007,Number,6152
Carroll,2007,Percent,0.20337
Carroll,2008,Number,6126
Carroll,2008,Percent,0.20337
Carroll,2009,Number,5707
Carroll,2009,Percent,0.19656
Carroll,2010,Number,6218
Carroll,2010,Percent,0.20698
Carroll,2011,Number,6062
Carroll,2011,Percent,0.22226
Charles City,2005,Number,1397
Charles City,2005,Percent,0.20541
Charles City,2006,Number,1448
Charles City,2006,Percent,0.20541
Charles City,2007,Number,1452
Charles City,2007,Percent,0.20541
Charles City,2008,Number,1419
Charles City,2008,Percent,0.20541
Charles City,2009,Number,1324
Charles City,2009,Percent,0.18346
Charles City,2010,Number,1301
Charles City,2010,Percent,0.1793
Charles City,2011,Number,1248
Charles City,2011,Percent,0.21494
Charlotte,2005,Number,3089
Charlotte,2005,Percent,0.24322
Charlotte,2006,Number,3104
Charlotte,2006,Percent,0.24322
Charlotte,2007,Number,3088
Charlotte,2007,Percent,0.24322
Charlotte,2008,Number,3029
Charlotte,2008,Percent,0.24322
Charlotte,2009,Number,2710
Charlotte,2009,Percent,0.2251
Charlotte,2010,Number,2901
Charlotte,2010,Percent,0.23049
Charlotte,2011,Number,2769
Charlotte,2011,Percent,0.25388
Charlottesville,2005,Number,6831
Charlottesville,2005,Percent,0.17119
Charlottesville,2006,Number,6806
Charlottesville,2006,Percent,0.17119
Charlottesville,2007,Number,7066
Charlottesville,2007,Percent,0.17119
Charlottesville,2008,Number,6786
Charlottesville,2008,Percent,0.17119
Charlottesville,2009,Number,6723
Charlottesville,2009,Percent,0.15924
Charlottesville,2010,Number,6474
Charlottesville,2010,Percent,0.14891
Charlottesville,2011,Number,6368
Charlottesville,2011,Percent,0.22349
Chesapeake,2005,Number,61522
Chesapeake,2005,Percent,0.28829
Chesapeake,2006,Number,62152
Chesapeake,2006,Percent,0.28829
Chesapeake,2007,Number,56060
Chesapeake,2007,Percent,0.25885
Chesapeake,2008,Number,56074
Chesapeake,2008,Percent,0.25885
Chesapeake,2009,Number,57845
Chesapeake,2009,Percent,0.26003
Chesapeake,2010,Number,57521
Chesapeake,2010,Percent,0.25886
Chesapeake,2011,Number,57117
Chesapeake,2011,Percent,0.20462
Chesterfield,2005,Number,78781
Chesterfield,2005,Percent,0.27498
Chesterfield,2006,Number,80428
Chesterfield,2006,Percent,0.27498
Chesterfield,2007,Number,75155
Chesterfield,2007,Percent,0.25159
Chesterfield,2008,Number,76367
Chesterfield,2008,Percent,0.25159
Chesterfield,2009,Number,81242
Chesterfield,2009,Percent,0.26492
Chesterfield,2010,Number,82515
Chesterfield,2010,Percent,0.26093
Chesterfield,2011,Number,81628
Chesterfield,2011,Percent,0.21914
Clarke,2005,Number,3152
Clarke,2005,Percent,0.22677
Clarke,2006,Number,3203
Clarke,2006,Percent,0.22677
Clarke,2007,Number,3214
Clarke,2007,Percent,0.22677
Clarke,2008,Number,3296
Clarke,2008,Percent,0.22677
Clarke,2009,Number,3090
Clarke,2009,Percent,0.21182
Clarke,2010,Number,3221
Clarke,2010,Percent,0.22951
Clarke,2011,Number,3169
Clarke,2011,Percent,0.21642
Colonial Heights,2005,Number,4016
Colonial Heights,2005,Percent,0.23215
Colonial Heights,2006,Number,4027
Colonial Heights,2006,Percent,0.23215
Colonial Heights,2007,Number,4054
Colonial Heights,2007,Percent,0.23215
Colonial Heights,2008,Number,4107
Colonial Heights,2008,Percent,0.23215
Colonial Heights,2009,Number,4128
Colonial Heights,2009,Percent,0.23161
Colonial Heights,2010,Number,3888
Colonial Heights,2010,Percent,0.22331
Colonial Heights,2011,Number,3896
Colonial Heights,2011,Percent,0.24095
Covington,2005,Number,1166
Covington,2005,Percent,0.20112
Covington,2006,Number,1150
Covington,2006,Percent,0.20112
Covington,2007,Number,1180
Covington,2007,Percent,0.20112
Covington,2008,Number,1191
Covington,2008,Percent,0.20112
Covington,2009,Number,1179
Covington,2009,Percent,0.19174
Covington,2010,Number,1267
Covington,2010,Percent,0.21255
Covington,2011,Number,1229
Covington,2011,Percent,0.24652
Craig,2005,Number,1165
Craig,2005,Percent,0.22842
Craig,2006,Number,1164
Craig,2006,Percent,0.22842
Craig,2007,Number,1205
Craig,2007,Percent,0.22842
Craig,2008,Number,1197
Craig,2008,Percent,0.22842
Craig,2009,Number,1016
Craig,2009,Percent,0.20447
Craig,2010,Number,1111
Craig,2010,Percent,0.21407
Craig,2011,Number,1096
Craig,2011,Percent,0.21479
Culpeper,2005,Number,10688
Culpeper,2005,Percent,0.25941
Culpeper,2006,Number,11461
Culpeper,2006,Percent,0.25941
Culpeper,2007,Number,11804
Culpeper,2007,Percent,0.25941
Culpeper,2008,Number,12326
Culpeper,2008,Percent,0.25941
Culpeper,2009,Number,12030
Culpeper,2009,Percent,0.2587
Culpeper,2010,Number,12085
Culpeper,2010,Percent,0.25884
Culpeper,2011,Number,12053
Culpeper,2011,Percent,0.22482
Cumberland,2005,Number,2272
Cumberland,2005,Percent,0.23915
Cumberland,2006,Number,2306
Cumberland,2006,Percent,0.23915
Cumberland,2007,Number,2348
Cumberland,2007,Percent,0.23915
Cumberland,2008,Number,2348
Cumberland,2008,Percent,0.23915
Cumberland,2009,Number,2155
Cumberland,2009,Percent,0.22087
Cumberland,2010,Number,2287
Cumberland,2010,Percent,0.22752
Cumberland,2011,Number,2228
Cumberland,2011,Percent,0.20424
Danville,2005,Number,10750
Danville,2005,Percent,0.23168
Danville,2006,Number,10588
Danville,2006,Percent,0.23168
Danville,2007,Number,10515
Danville,2007,Percent,0.23168
Danville,2008,Number,10461
Danville,2008,Percent,0.23168
Danville,2009,Number,9330
Danville,2009,Percent,0.21014
Danville,2010,Number,9262
Danville,2010,Percent,0.21512
Danville,2011,Number,9284
Danville,2011,Percent,0.24687
Dickenson,2005,Number,3351
Dickenson,2005,Percent,0.2031
Dickenson,2006,Number,3307
Dickenson,2006,Percent,0.2031
Dickenson,2007,Number,3209
Dickenson,2007,Percent,0.2031
Dickenson,2008,Number,3339
Dickenson,2008,Percent,0.2031
Dickenson,2009,Number,3274
Dickenson,2009,Percent,0.20352
Dickenson,2010,Number,3323
Dickenson,2010,Percent,0.20895
Dickenson,2011,Number,3221
Dickenson,2011,Percent,0.21023
Dinwiddie,2005,Number,6127
Dinwiddie,2005,Percent,0.2375
Dinwiddie,2006,Number,6246
Dinwiddie,2006,Percent,0.2375
Dinwiddie,2007,Number,6203
Dinwiddie,2007,Percent,0.2375
Dinwiddie,2008,Number,6375
Dinwiddie,2008,Percent,0.2375
Dinwiddie,2009,Number,5843
Dinwiddie,2009,Percent,0.22185
Dinwiddie,2010,Number,6379
Dinwiddie,2010,Percent,0.22781
Dinwiddie,2011,Number,6118
Dinwiddie,2011,Percent,0.21379
Emporia,2005,Number,1388
Emporia,2005,Percent,0.2523
Emporia,2006,Number,1360
Emporia,2006,Percent,0.2523
Emporia,2007,Number,1411
Emporia,2007,Percent,0.2523
Emporia,2008,Number,1404
Emporia,2008,Percent,0.2523
Emporia,2009,Number,1285
Emporia,2009,Percent,0.22804
Emporia,2010,Number,1527
Emporia,2010,Percent,0.25763
Emporia,2011,Number,1460
Emporia,2011,Percent,0.19449
Essex,2005,Number,2413
Essex,2005,Percent,0.23428
Essex,2006,Number,2465
Essex,2006,Percent,0.23428
Essex,2007,Number,2523
Essex,2007,Percent,0.23428
Essex,2008,Number,2514
Essex,2008,Percent,0.23428
Essex,2009,Number,2408
Essex,2009,Percent,0.21521
Essex,2010,Number,2451
Essex,2010,Percent,0.2198
Essex,2011,Number,2425
Essex,2011,Percent,0.18587
Fairfax City,2005,Number,4601
Fairfax City,2005,Percent,0.20268
Fairfax City,2006,Number,4618
Fairfax City,2006,Percent,0.20268
Fairfax City,2007,Number,4705
Fairfax City,2007,Percent,0.20268
Fairfax City,2008,Number,4862
Fairfax City,2008,Percent,0.20268
Fairfax City,2009,Number,5153
Fairfax City,2009,Percent,0.20892
Fairfax City,2010,Number,4592
Fairfax City,2010,Percent,0.2035
Fairfax City,2011,Number,4581
Fairfax City,2011,Percent,0.24812
Fairfax County,2005,Number,260506
Fairfax County,2005,Percent,0.25487
Fairfax County,2006,Number,259075
Fairfax County,2006,Percent,0.25487
Fairfax County,2007,Number,254503
Fairfax County,2007,Percent,0.25136
Fairfax County,2008,Number,255711
Fairfax County,2008,Percent,0.25136
Fairfax County,2009,Number,258129
Fairfax County,2009,Percent,0.24877
Fairfax County,2010,Number,262648
Fairfax County,2010,Percent,0.2428
Fairfax County,2011,Number,265215
Fairfax County,2011,Percent,0.16339
Falls Church,2005,Number,2543
Falls Church,2005,Percent,0.23547
Falls Church,2006,Number,2610
Falls Church,2006,Percent,0.23547
Falls Church,2007,Number,2656
Falls Church,2007,Percent,0.23547
Falls Church,2008,Number,2684
Falls Church,2008,Percent,0.23547
Falls Church,2009,Number,2683
Falls Church,2009,Percent,0.22439
Falls Church,2010,Number,3047
Falls Church,2010,Percent,0.24708
Falls Church,2011,Number,3172
Falls Church,2011,Percent,0.21711
Fauquier,2005,Number,16576
Fauquier,2005,Percent,0.26352
Fauquier,2006,Number,17027
Fauquier,2006,Percent,0.26352
Fauquier,2007,Number,15367
Fauquier,2007,Percent,0.23526
Fauquier,2008,Number,15716
Fauquier,2008,Percent,0.23526
Fauquier,2009,Number,17083
Fauquier,2009,Percent,0.25118
Fauquier,2010,Number,16445
Fauquier,2010,Percent,0.25221
Fauquier,2011,Number,16288
Fauquier,2011,Percent,0.24261
Floyd,2005,Number,3341
Floyd,2005,Percent,0.22572
Floyd,2006,Number,3392
Floyd,2006,Percent,0.22572
Floyd,2007,Number,3410
Floyd,2007,Percent,0.22572
Fluvanna,2005,Number,5566
Fluvanna,2005,Percent,0.22353
Franklin City,2005,Number,2261
Franklin City,2005,Percent,0.26916
Franklin County,2005,Number,10982
Franklin County,2005,Percent,0.2192
Frederick,2005,Number,18296
Frederick,2005,Percent,0.27065
Fredericksburg,2005,Number,4456
Fredericksburg,2005,Percent,0.21021
Galax,2005,Number,1682
Galax,2005,Percent,0.24379
Giles,2005,Number,3827
Giles,2005,Percent,0.23192
Gloucester,2005,Number,8783
Gloucester,2005,Percent,0.24601
Goochland,2005,Number,4128
Goochland,2005,Percent,0.21391
Grayson,2005,Number,3267
Grayson,2005,Percent,0.19679
Greene,2005,Number,4547
Greene,2005,Percent,0.26906
Greensville,2005,Number,2169
Greensville,2005,Percent,0.17638
Halifax,2005,Number,8564
Halifax,2005,Percent,0.23336
Hampton,2005,Number,34925
Hampton,2005,Percent,0.24003
Hanover,2005,Number,25212
Hanover,2005,Percent,0.26511
Harrisonburg,2005,Number,7561
Harrisonburg,2005,Percent,0.17381
Henrico,2005,Number,73518
Henrico,2005,Percent,0.25951
Henry,2005,Number,11783
Henry,2005,Percent,0.21384
Highland,2005,Number,431
Highland,2005,Percent,0.1797
Hopewell,2005,Number,6241
Hopewell,2005,Percent,0.27737
Isle of Wight,2005,Number,7901
Isle of Wight,2005,Percent,0.24536
James City,2005,Number,12608
James City,2005,Percent,0.22276
King and Queen,2005,Number,1447
King and Queen,2005,Percent,0.20965
King George,2005,Number,5481
King George,2005,Percent,0.27403
King William,2005,Number,3861
King William,2005,Percent,0.26813
Lancaster,2005,Number,2055
Lancaster,2005,Percent,0.17873
Lee,2005,Number,5144
Lee,2005,Percent,0.20333
Lexington,2005,Number,835
Lexington,2005,Percent,0.11927
Loudoun,2005,Number,74857
Loudoun,2005,Percent,0.2967
Louisa,2005,Number,6732
Louisa,2005,Percent,0.23456
Lunenburg,2005,Number,2603
Lunenburg,2005,Percent,0.19869
Lynchburg,2005,Number,14461
Lynchburg,2005,Percent,0.21267
Madison,2005,Number,3052
Madison,2005,Percent,0.2261
Manassas,2005,Number,11040
Manassas,2005,Percent,0.30081
Manassas Park,2005,Number,3888
Manassas Park,2005,Percent,0.29682
Martinsville,2005,Number,3411
Martinsville,2005,Percent,0.23206
Mathews,2005,Number,1760
Mathews,2005,Percent,0.18725
Mecklenburg,2005,Number,6849
Mecklenburg,2005,Percent,0.21008
Middlesex,2005,Number,1826
Middlesex,2005,Percent,0.17903
Montgomery,2005,Number,14889
Montgomery,2005,Percent,0.16938
Nelson,2005,Number,3202
Nelson,2005,Percent,0.21348
New Kent,2005,Number,3732
New Kent,2005,Percent,0.23768
Newport News,2005,Number,51127
Newport News,2005,Percent,0.28061
Norfolk,2005,Number,57279
Norfolk,2005,Percent,0.24322
Northampton,2005,Number,2908
Northampton,2005,Percent,0.22028
Northumberland,2005,Number,2287
Northumberland,2005,Percent,0.17726
Norton,2005,Number,863
Norton,2005,Percent,0.2212
Nottoway,2005,Number,3479
Nottoway,2005,Percent,0.22016
Orange,2005,Number,6904
Orange,2005,Percent,0.23563
Page,2005,Number,5466
Page,2005,Percent,0.22777
Patrick,2005,Number,3875
Patrick,2005,Percent,0.19973
Petersburg,2005,Number,8221
Petersburg,2005,Percent,0.26265
Pittsylvania,2005,Number,14144
Pittsylvania,2005,Percent,0.22887
Poquoson,2005,Number,3109
Poquoson,2005,Percent,0.26122
Portsmouth,2005,Number,26039
Portsmouth,2005,Percent,0.26356
Powhatan,2005,Number,5879
Powhatan,2005,Percent,0.22786
Prince Edward,2005,Number,3944
Prince Edward,2005,Percent,0.19331
Prince George,2005,Number,8251
Prince George,2005,Percent,0.22361
Prince William,2005,Number,107194
Prince William,2005,Percent,0.3017
Pulaski,2005,Number,7060
Pulaski,2005,Percent,0.20522
Radford,2005,Number,2100
Radford,2005,Percent,0.1355
Rappahannock,2005,Number,1609
Rappahannock,2005,Percent,0.22987
Richmond City,2005,Number,44499
Richmond City,2005,Percent,0.23021
Richmond County,2005,Number,1711
Richmond County,2005,Percent,0.18009
Roanoke City,2005,Number,20863
Roanoke City,2005,Percent,0.2229
Roanoke County,2005,Number,21401
Roanoke County,2005,Percent,0.23779
Rockbridge,2005,Number,4480
Rockbridge,2005,Percent,0.20839
Rockingham,2005,Number,17456
Rockingham,2005,Percent,0.24381
Russell,2005,Number,5947
Russell,2005,Percent,0.20437
Salem,2005,Number,4839
Salem,2005,Percent,0.1928
Scott,2005,Number,4867
Scott,2005,Percent,0.20622
Shenandoah,2005,Number,8790
Shenandoah,2005,Percent,0.22597
Smyth,2005,Number,6991
Smyth,2005,Percent,0.21643
Southampton,2005,Number,3845
Southampton,2005,Percent,0.21481
Spotsylvania,2005,Number,34608
Spotsylvania,2005,Percent,0.30358
Stafford,2005,Number,35989
Stafford,2005,Percent,0.30681
Staunton,2005,Number,4385
Staunton,2005,Percent,0.18983
Suffolk,2005,Number,21261
Suffolk,2005,Percent,0.27576
Surry,2005,Number,1542
Surry,2005,Percent,0.22352
Sussex,2005,Number,2308
Sussex,2005,Percent,0.19231
Tazewell,2005,Number,9167
Tazewell,2005,Percent,0.20786
Virginia Beach,2005,Number,115725
Virginia Beach,2005,Percent,0.26567
Warren,2005,Number,8688
Warren,2005,Percent,0.25329
Washington,2005,Number,10451
Washington,2005,Percent,0.2006
Waynesboro,2005,Number,4940
Waynesboro,2005,Percent,0.247
Westmoreland,2005,Number,3666
Westmoreland,2005,Percent,0.21952
Williamsburg,2005,Number,1633
Williamsburg,2005,Percent,0.12184
Fluvanna,2006,Number,5738
Fluvanna,2006,Percent,0.22353
Franklin City,2006,Number,2235
Franklin City,2006,Percent,0.26916
Franklin County,2006,Number,11246
Franklin County,2006,Percent,0.2192
Frederick,2006,Number,19101
Frederick,2006,Percent,0.27065
Fredericksburg,2006,Number,4551
Fredericksburg,2006,Percent,0.21021
Galax,2006,Number,1675
Galax,2006,Percent,0.24379
Giles,2006,Number,3829
Giles,2006,Percent,0.23192
Gloucester,2006,Number,8839
Gloucester,2006,Percent,0.24601
Goochland,2006,Number,4235
Goochland,2006,Percent,0.21391
Grayson,2006,Number,3234
Grayson,2006,Percent,0.19679
Greene,2006,Number,4618
Greene,2006,Percent,0.26906
Greensville,2006,Number,2211
Greensville,2006,Percent,0.17638
Halifax,2006,Number,8501
Halifax,2006,Percent,0.23336
Hampton,2006,Number,34975
Hampton,2006,Percent,0.24003
Hanover,2006,Number,25532
Hanover,2006,Percent,0.26511
Harrisonburg,2006,Number,7728
Harrisonburg,2006,Percent,0.17381
Henrico,2006,Number,74437
Henrico,2006,Percent,0.25951
Henry,2006,Number,11656
Henry,2006,Percent,0.21384
Highland,2006,Number,430
Highland,2006,Percent,0.1797
Hopewell,2006,Number,6256
Hopewell,2006,Percent,0.27737
Isle of Wight,2006,Number,8113
Isle of Wight,2006,Percent,0.24536
James City,2006,Number,13183
James City,2006,Percent,0.22276
King and Queen,2006,Number,1461
King and Queen,2006,Percent,0.20965
King George,2006,Number,5836
King George,2006,Percent,0.27403
King William,2006,Number,3997
King William,2006,Percent,0.26813
Lancaster,2006,Number,2067
Lancaster,2006,Percent,0.17873
Lee,2006,Number,5110
Lee,2006,Percent,0.20333
Lexington,2006,Number,862
Lexington,2006,Percent,0.11927
Loudoun,2006,Number,79992
Loudoun,2006,Percent,0.2967
Louisa,2006,Number,7094
Louisa,2006,Percent,0.23456
Lunenburg,2006,Number,2656
Lunenburg,2006,Percent,0.19869
Lynchburg,2006,Number,14623
Lynchburg,2006,Percent,0.21267
Madison,2006,Number,3102
Madison,2006,Percent,0.2261
Manassas,2006,Number,11002
Manassas,2006,Percent,0.30081
Manassas Park,2006,Number,4129
Manassas Park,2006,Percent,0.29682
Martinsville,2006,Number,3323
Martinsville,2006,Percent,0.23206
Mathews,2006,Number,1718
Mathews,2006,Percent,0.18725
Mecklenburg,2006,Number,6900
Mecklenburg,2006,Percent,0.21008
Middlesex,2006,Number,1836
Middlesex,2006,Percent,0.17903
Montgomery,2006,Number,14983
Montgomery,2006,Percent,0.16938
Nelson,2006,Number,3216
Nelson,2006,Percent,0.21348
New Kent,2006,Number,3897
New Kent,2006,Percent,0.23768
Newport News,2006,Number,50907
