"PERCENT PASSING SOL TESTS SPRING 1998-SPRING 2002",,,,,,"Grade 3 English: Percent Passing 1998 - 2002",,,,,"Grade 3 Mathematics: Percent Passing 1998 - 2002",,,,,"Grade 3 History: Percent Passing 1998 - 2002",,,,,"Grade 3 Science: Percent Passing 1998 - 2002",,,,,"Grade 5 Writing: Percent Passing 1998 - 2002",,,,,"Grade 5 English:RLR  Percent Passing 1998 - 2002",,,,,"Grade 5 Mathematics: Percent Passing 1998 - 2002",,,,,"Grade 5 History: Percent Passing 1998 - 2002",,,,,"Grade 5 Science: Percent Passing 1998 - 2002",,,,,"Grade 5 Computer/Technology: Percent Passing 1998 - 2002",,,,,"Grade 8 Writing: Percent Passing 1998 - 2002",,,,,"Grade 8 English:RLR  Percent Passing 1998 - 2002",,,,,"Grade 8 Mathematics: Percent Passing 1998 - 2002",,,,,"Grade 8 History: Percent Passing 1998 - 2002",,,,,"Grade 8 Science: Percent Passing 1998 - 2002",,,,,"Grade 8 Computer/Technology: Percent Passing 1998 - 2002",,,,,"EOC Writing: Percent Passing 1998 - 2002",,,,,"EOC English RLR: Percent Passing 1998 - 2002",,,,,"EOC Algebra I: Percent Passing 1998 - 2002",,,,,"EOC Geometry: Percent Passing 1998 - 2002",,,,,"EOC Algebra II: Percent Passing 1998 - 2002",,,,,"EOC U.S. History: Percent Passing 1998 - 2002",,,,,"EOC World History I: Percent Passing 1998 - 2002",,,,,"EOC World History II: Percent Passing 1998 - 2002",,,,,"EOC World Geography: Percent Passing 1998 - 2002",,,,,"EOC Earth Science: Percent Passing 1998 - 2002",,,,,"EOC Biology: Percent Passing 1998 - 2002",,,,,"EOC Chemistry: Percent Passing 1998 - 2002",,,,
"DIV #","DIVISION NAME","SCH #","LOW GR","HIGH GR","SCHOOL NAME"," English 1998  "," English 1999  "," English 2000  "," English 2001  "," English 2002  "," Mathematics  1998  "," Mathematics 1999  "," Mathematics 2000  "," Mathematics 2001  "," Mathematics 2002  "," History 1998  "," History 1999  "," History 2000  "," History 2001  "," History 2002  "," Science 1998  "," Science 1999"," Science 2000"," Science 2001"," Science 2002"," Writing 1998  "," Writing 1999  "," Writing 2000  "," Writing 2001  "," Writing 2002  "," English:RLR 1998  "," English:RLR 1999  "," English:RLR 2000  "," English:RLR 2001  "," English:RLR 2002  "," Mathematics  1998  "," Mathematics 1999  "," Mathematics 2000  "," Mathematics 2001  "," Mathematics 2002  "," History 1998  "," History 1999  "," History 2000  "," History 2001  "," History 2002  "," Science 1998  "," Science 1999"," Science 20000"," Science 2001"," Science 2002"," Computer/ Technology 1998  "," Computer/ Technology 1999"," Computer/ Technology 20000"," Computer/ Technology 2001"," Computer/ Technology 2002"," Writing 1998  "," Writing 1999  "," Writing 2000  "," Writing 2001  "," Writing 2002  "," English:RLR 1998  "," English:RLR 1999  "," English:RLR 2000  "," English:RLR 2001  "," English:RLR 2002  "," Mathematics  1998  "," Mathematics 1999  "," Mathematics 2000  "," Mathematics 2001  "," Mathematics 2002  "," History 1998  "," History 1999  "," History 2000  "," History 2001  "," History 2002  "," Science 1998  "," Science 1999"," Science 2000"," Science 2001"," Science 2002"," Computer/ Technology 1998  "," Computer/ Technology 1999"," Computer/ Technology 2000"," Computer/ Technology 2001"," Computer/ Technology 2002"," Writing 1998  "," Writing 1999  "," Writing 2000  "," Writing 2001  "," Writing 2002  "," English:RLR 1998  "," English:RLR   1999  "," English:RLR   2000  "," English:RLR 2001  "," English:RLR 2002  ","Algebra I   1998  ","Algebra I  1999  ","Algebra I  2000  ","Algebra I  2001  ","Algebra I  2002  ","Geometry   1998  ","Geometry  1999  ","Geometry  2000  ","Geometry  2001  ","Geometry  2002  ","Algebra II  1998  ","Algebra II 1999  ","Algebra II 2000  ","Algebra II 2001  ","Algebra II 2002  ","U.S. History 1998  ","U.S. History 1999  ","U.S. History 2000  ","U.S. History 2001  ","U.S. History 2002  ","World History I 1998  ","World History I 1999","World History I 2000","World History I 2001","World History I 2002","World History  II 1998  ","World History  II 1999  ","World History  II 2000  ","World History  II 2001  ","World History  II 2002  ","World Geography 1998  ","World Geography 1999  ","World Geography 2000  ","World Geography 2001  ","World Geography 2002  ","Earth Science 1998  ","Earth Science 1999  ","Earth Science 2000  ","Earth Science 2001  ","Earth Science 2002  ","Biology  1998  ","Biology 1999  ","Biology 2000  ","Biology 2001  ","Biology 2002  ","Chemistry  1998  ","Chemistry 1999  ","Chemistry 2000  ","Chemistry 2001  ","Chemistry 2002  "
108,"DANVILLE CITY",1270,"KG","5","GLENWOOD ELEM.",18.4615,30,20,20.4545,72.4138,30.7692,33.8028,33.3333,40.9091,56.6667,15.3846,25.7143,36.6667,31.1111,37.931,27.6923,28.5714,36.6667,40,53.3333,16.9492,51.9231,65.625,45,70.3704,18.0328,39.2157,43.75,35.8974,57.1429,0,13.7255,50,28.2051,69.2308,0,10,0,17.9487,80,9.8361,36,40.625,28.2051,53.8462,19.6721,44,56.25,43.5897,66.6667,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",,,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
108,"DANVILLE CITY",1371,"6","8","OPPORTUNITY SCHOOL",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0,27.2727,38.4615,11.7647,25,11.7647,42.8571,8.3333,29.4118,10,0,7.1429,7.1429,16.6667,30,0,7.1429,7.1429,0,20,17.6471,23.0769,42.8571,43.75,30,11.7647,7.6923,28.5714,29.4118,40,22.2222,".",".",".",".",41.1765,".",".",".",".",0,".",".",".",".",0,".",".",".",".",0,".",".",".",".",6.25,".",".",".",".",".",".",".",".",".",".",".",".",".",".",,,".",".",".",4.5455,".",".",".",".",5.5556,".",".",".",".",0,".",".",".","."
108,"DANVILLE CITY",1372,"6","8","WESTWOOD MIDDLE",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",60.1156,52.973,81.6794,53.3333,69.7531,57.7143,43.8503,63.7795,66.0494,73.1707,30.6358,27.957,38.0952,42.9448,57.5,9.6045,12.973,29.6,31.4465,64.1509,53.9773,55.8511,73.2283,65.4088,80.1282,41.954,53.7634,70.6349,54.1935,44.2424,".",".",".",".",".",".",".",".",".",".",65,39.6226,65.1163,73.1707,96.4286,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",,,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
108,"DANVILLE CITY",1373,"KG","5","WOODROW WILSON ELEM.",".",".",23.913,11.7647,47.3684,".",".",30.4348,75.7576,68.4211,".",".",23.913,51.5152,32.4324,".",".",21.7391,39.3939,70.2703,".",".",48.6486,40,57.6923,".",".",37.8378,36.1111,39.2157,".",".",8.1081,13.8889,30,".",".",8.1081,16.6667,6.5217,".",".",18.9189,27.7778,27.6596,".",".",51.3514,47.2222,40.4255,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",,,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,"FALLS CHURCH CITY",,,,"DIVISION SUMMARY",76.5306,75.2212,68.9655,67.2131,81.3953,82.6531,91.0714,82.0513,80.3279,82.1705,69.3878,84.0708,71.5517,75.4098,82.1705,80.6122,90.2655,84.6847,80.3279,82.1705,82.5243,90.9091,95.2756,96.8992,90.9836,82.8571,79.8246,90.5512,89.8551,84.9206,62.8571,64.9123,88.2813,81.8841,69.0476,32.381,54.386,72.6563,66.6667,59.5238,76.1905,71.9298,80.6202,84.7826,84.127,87.619,89.4737,96.875,94.2029,92.0635,82.1782,84.8739,91.4063,92.4812,91.129,84.0426,84.4262,88.9764,89.4737,83.3333,84.9246,66.9643,63.7931,87.218,86.4,73.4043,66.9604,62.5,56.0976,87.8378,90.4255,90.1639,91.4729,94.697,91.8033,94.6809,90.1639,91.4729,93.2331,91.0569,78,92.4812,84.8921,94.9153,92.517,79.8077,89.4737,81.3433,89.4737,90.4762,53.0769,64.7436,89.2157,87.6623,95.092,69.9187,73.1343,85.1064,84.466,83.5366,52.3256,69.6429,71.0744,82.6772,89.1089,65.6863,59.1241,59.589,70.7547,84.8921,74.8148,".",88.3721,94.0299,93.6508,".",76.378,80.2632,81.7073,86.9565,,,".",".",".",0,".",".",81.5789,84.375,75,92.4138,88.024,92.2222,91.875,67.4242,90.9091,83.5938,78.0952,78.9063
109,"FALLS CHURCH CITY",240,"KG","1","MT. DANIEL ELEM.",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",,,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
109,"FALLS CHURCH CITY",251,"9","12","GEORGE MASON HIGH",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0,".",".",".",".",0,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",78,92.4812,84.8921,95.5752,95.7447,79.8077,89.4737,81.3433,89.0909,92.9078,12.5,31.746,76.9231,79.7101,91.1765,69.1667,73.1343,82.2034,82.7586,84.2466,51.1905,69.6429,71.0744,84,90.8163,65.6863,59.1241,59.589,71.5686,85.9259,74.8148,".",".",".",".",".",76.378,80.2632,82.0988,87.4214,,,".",".",".",0,".",".",80.5556,85.4839,75,92.4138,88.024,92.5714,92.4051,67.4242,90.9091,83.5938,78.6408,80
109,"FALLS CHURCH CITY",252,"6","8","GEORGE MASON MIDDLE",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",82.1782,84.8739,91.4063,92.4812,91.8699,84.0426,84.4262,88.9764,89.4737,85.2459,84.9246,66.9643,63.7931,87.218,89.2562,73.4043,66.9604,62.5,56.0976,88.4354,90.4255,90.1639,91.4729,94.697,91.7355,94.6809,90.1639,91.4729,93.2331,90.9836,".",".",".",".",".",".",".",".",".",".",83.7838,87.0968,96.8254,97.561,100,100,".",100,100,100,100,".",".",".",".",".",".",".",".",".",".",".",88.3721,94.6565,93.6,".",".",".",".",".",,,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
109,"FALLS CHURCH CITY",260,"2","5","THOMAS JEFFERSON ELEM.",76.5306,75.2212,68.9655,67.2131,81.3953,82.6531,91.0714,82.0513,80.3279,82.1705,69.3878,84.0708,71.5517,75.4098,82.1705,80.6122,90.2655,84.6847,80.3279,82.1705,82.5243,90.9091,95.2756,96.8992,90.9836,82.8571,79.8246,90.5512,89.8551,84.9206,62.8571,64.9123,88.2813,81.8841,69.0476,32.381,54.386,72.6563,66.6667,59.5238,76.1905,71.9298,80.6202,84.7826,84.127,87.619,89.4737,96.875,94.2029,92.0635,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",,,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,"FREDERICKSBURG CITY",,,,"DIVISION SUMMARY",39.7849,61.2717,58.9286,54.4974,69.1892,43.5484,67.6301,68.0233,71.2707,71.6578,24.7312,53.7572,56.9767,52.9412,58.9189,38.172,58.3815,63.5294,60.119,71.8919,46.0526,71.5278,62.2222,83.9286,77.907,52.027,52.518,44.1341,61.0778,64.4809,38.0952,22.8571,25.1397,52.6627,56.2842,19.1781,28.0374,44.586,62.8743,57.9882,41.2162,54.6763,46.4088,73.1707,70.3297,56.5517,69.5035,67.0391,76.0479,72.5275,53.0864,51.0638,70.6667,59.7561,70.122,58.2278,52.2059,65.0685,63.125,66.6667,35.625,54,38.3178,57.5758,63.7427,22.0126,27.4834,35.0993,48.4663,69.8925,61.3924,61.194,75.6944,69.8795,77.381,49.3671,60.4478,68.1529,66.6667,68.5535,60.6061,80.3571,84.9558,87.8261,87.156,72.8972,79.2793,79.6296,87.037,85.4545,54.2857,57.1429,87.8788,70.5426,85.8696,58.6957,67.0455,88.1579,82,78.0303,60.6061,83.7838,82.7586,91.0256,93.1034,41.1111,33.0579,45.045,42.735,61.0619,51.875,53.7815,61.0687,52.9762,70.1031,34.6154,34.8066,64.8352,48.125,50.8,"N/A","N/A",86.1111,95.3846,82.9457,39.2157,49.4565,77.451,60.5882,54.0856,60.6061,75.2941,86.5546,81.3725,76.5432,53.2468,74.3902,80.5556,90.7692,92.9825
110,"FREDERICKSBURG CITY",40,"8","12","JAMES MONROE HIGH",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",53.0864,51.0638,70.6667,59.7561,70.122,58.2278,52.2059,65.0685,63.125,66.6667,35.625,40.7407,31.25,51.049,57.5342,22.0126,24.2647,".",".",0,61.3924,61.194,75.6944,69.8795,77.381,49.3671,60.4478,68.1529,66.6667,68.5535,60.6061,80.3571,84.9558,87.8261,87.156,72.8972,79.2793,79.6296,87.037,85.4545,54.2857,57.1429,85.7143,64.486,83.6478,58.6957,67.0455,88,82,78.0303,60.6061,83.7838,82.7586,91.0256,93.1034,41.1111,33.0579,45.045,42.735,61.0619,51.875,53.7815,61.0687,52.9762,70.1031,34.6154,34.8066,64.8352,48.125,50.8,"N/A","N/A",86.1111,95.3846,82.9457,39.2157,49.4565,77.451,60.5882,54.0856,60.6061,75.2941,86.5546,81.3725,76.5432,53.2468,74.3902,80.5556,90.7692,92.9825
110,"FREDERICKSBURG CITY",50,"KG","3","HUGH MERCER ELEM.",39.7849,61.2717,58.9286,55.6213,69.1892,43.5484,67.6301,68.0233,73.3728,71.6578,24.7312,53.7572,56.9767,52.9412,58.9189,38.172,58.3815,63.5294,60.119,71.8919,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",,,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
110,"FREDERICKSBURG CITY",60,"4","7","WALKER-GRANT MIDDLE",".",".",".",45,".",".",".",".",41.6667,".",".",".",".",".",".",".",".",".",".",".",46.0526,71.5278,62.2222,83.9286,77.907,52.027,52.518,44.1341,61.0778,64.4809,38.0952,22.8571,25.1397,52.6627,56.2842,19.1781,28.0374,44.586,62.8743,57.9882,41.2162,54.6763,46.4088,73.1707,70.3297,56.5517,69.5035,67.0391,76.0479,72.5275,".",".",".",".",".",".",".",".",".",".",".",81.5385,100,100,100,".",30.1205,35.0993,48.4663,71.0383,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",100,100,100,".",".",100,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",,,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,"GALAX CITY",,,,"DIVISION SUMMARY",62.3529,57.1429,55.6604,62.2449,72.8814,66.2791,76.087,67.9245,80.8081,84.2975,55.814,73.913,72.8972,75.5102,81.5126,66.2791,82.2222,77.5701,83.5052,84.8739,55.5556,74.026,73.2558,70.9677,73.6264,58.8889,74.3902,65.5172,76.8421,84.2697,47.7778,48.1928,51.1905,62.5,79.7753,48.8889,47.5904,52.5773,70.7071,76.9231,46.6667,67.8571,59.7701,71.5789,75.5102,56.6667,73.8095,89.5349,74.7368,90.8163,75.8621,70.5882,56.0748,65.2174,60.2273,70.9302,69.8113,65.1376,56.25,62.8866,55.1724,56.0748,40.367,42.268,53,35.6322,51.2195,24.2424,42.5287,73.1183,77.907,79.2453,76.1468,78.125,83.6957,60.7143,73.1481,76.8519,67.0103,79.3103,76.1905,86.1111,80.2817,87.6923,77.7778,79.2683,80.5556,81.6901,89.5522,89.3333,20.9302,58.9041,71.6216,72.8261,79.8319,38.5714,43.4211,78.8462,97.561,87.3016,28.5714,65.9091,47.3684,68.2927,80,25,16.2162,29.7297,45.2055,81.0127,70.5263,62.3377,65.1685,81.1881,95.5056,".",43.2432,71.6418,72.8814,91.1392,"N/A","N/A",62.037,76.087,77.0833,69.4737,83.3333,77.1429,89.2157,90.2174,86.7188,86.5169,88.75,81.9277,87.3684,100,100,85,97.2222,100
111,"GALAX CITY",10,"KG","4","GALAX ELEM.",62.3529,57.1429,55.6604,62.2449,72.8814,66.2791,76.087,67.9245,80.8081,84.2975,55.814,73.913,72.8972,75.5102,81.5126,66.2791,82.2222,77.5701,83.5052,84.8739,55.5556,74.026,73.2558,".",".",58.8889,74.3902,65.5172,".",".",47.7778,48.1928,51.1905,".",".",48.8889,47.5904,52.5773,71.4286,76.9231,46.6667,67.8571,59.7701,".",".",56.6667,73.8095,89.5349,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",,,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
111,"GALAX CITY",31,"8","12","GALAX HIGH",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",65.2174,60.2273,".",".",".",56.25,62.8866,".",".",".",42.268,53,".",".",".",0,".",".",".",".",78.125,83.6957,".",".",".",67.0103,79.3103,76.1905,86.1111,80.2817,87.6923,77.7778,79.2683,80.5556,81.6901,89.5522,89.3333,9.5238,40.8163,63.1579,72.8261,79.8319,38.5714,43.4211,78.8462,97.561,87.3016,28.5714,65.9091,47.3684,68.2927,80,25,16.2162,29.7297,45.2055,81.0127,70.5263,62.3377,65.1685,81.1881,95.5056,".",43.2432,71.6418,72.8814,91.1392,,,".",76.087,77.0833,69.4737,83.3333,77.1429,89.2157,90.2174,86.7188,86.5169,88.75,81.9277,87.3684,100,100,85,97.2222,100
111,"GALAX CITY",32,"5","7","GALAX MIDDLE",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",70.9677,73.6264,".",".",".",76.8421,84.2697,".",".",".",62.5,79.7753,".",".",".",0,".",".",".",".",71.5789,75.5102,".",".",".",74.7368,90.8163,75.8621,70.5882,56.0748,".",".",70.9302,69.8113,65.1376,".",".",55.1724,56.0748,40.367,".",".",35.6322,51.2195,24.2424,43.0233,73.1183,77.907,79.2453,76.1468,".",".",60.7143,73.1481,76.8519,".",".",".",".",".",".",".",".",".",".",".",".",70.8333,95.8333,100,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","N/A","N/A",62.037,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,"HAMPTON CITY",,,,"DIVISION SUMMARY",43.8666,50.0286,50.4132,60.5359,70.9123,53.8418,58.1342,55.6955,72.1827,78.2007,33.7677,45.8904,49.945,58.82,73.7847,53.8155,55.8605,59.8901,64.0729,71.5282,55.9281,76.5139,76.533,86.2656,86.029,63.2239,61.0734,61.0329,68.8099,75.5313,37.1565,42.5014,57.7778,64.0739,71.6224,18.4116,26.5532,".",42.4072,62.9567,50.4222,57.1023,50.3817,66.1027,68.8431,61.3117,72.3549,78.9443,74.4669,81.394,61.8772,71.9446,78.0374,70.7878,77.7647,56.9761,63.7493,64.479,68.09,68.9434,44.862,57.1006,55.7858,69.8844,75.9064,28.2906,26.7425,".",52.9107,81.4902,67.5402,71.9048,75.2907,77.0907,82.2619,55.9222,65.1887,70.0405,73.6315,67.7381,65.5148,79.7654,84.7495,79.7037,86.2334,68.6373,69.7522,75.3506,79.9242,84.0599,40.5488,56.0694,64.937,75.0614,83.8859,47.3239,61.7958,66.5206,75.3333,77.179,30.5618,50.0579,60.6658,78.1182,86.933,20.6074,21.6954,22.9739,36.0817,64.2956,".",".",".",33.3333,".",".",".",39.801,62.0311,82.7832,"N/A","N/A",76.3877,75.9197,76.6539,49.9098,57.9639,68.468,66.2207,69.0365,65.5832,72.5134,75.9951,78.6426,82.3688,47.6959,57.5923,51.0608,54.6584,70.7674
112,"HAMPTON CITY",30,"KG","5","FRANCIS ASBURY ELEM.",67.0455,77.2727,71.4286,72.4138,97.4026,72.7273,81.5385,77.9221,79.661,89.6104,62.5,77.2727,74.026,70.1754,90.7895,70.4545,87.8788,80.5195,77.9661,94.8052,70.3704,91.8605,93.5484,97.2222,100,81.4815,89.5349,92.0635,93.2432,95,53.0864,80.2326,83.871,94.4444,86.6667,23.4568,48.75,".",70.2703,93.2203,65.4321,83.908,84.127,90.9091,88.5246,70.3704,91.8605,93.6508,90.411,96.7742,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",,,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
112,"HAMPTON CITY",50,"9","12","PHOEBUS HIGH",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0,".",".",".",".",".",".",".",".",".",".",62.0301,78.5441,79.1837,80,84.9421,64.5833,66.9039,74.2616,82.5532,88.0309,12.8755,14.2222,45.2471,46.1279,76.824,31.25,35.0467,46.1538,46.8619,61.6613,7.5758,30.9859,67.3469,51.5337,84.0237,15.7343,22.7758,33.7255,34.7368,69.697,".",".",".",".",".",".",".",25.7143,57.3333,90.7407,"N/A","N/A",68.4086,75.6906,83.0619,40.0602,52.4194,65.6627,59.8765,68.5824,60.6811,59.5395,71.1765,67.5497,83.2061,44.7368,47.8632,35.2,33.6364,64.6259
112,"HAMPTON CITY",70,"6","8","FRANCIS W. JONES MAGNET MIDDL",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",79.2135,85.4054,80.1047,83.5165,".",66.6667,74.8663,77.1739,78.453,".",68.8889,75.4011,83.2402,80.4469,".",41.4248,".",54.3478,85.4749,".",81.5642,81.8182,86.4865,87.6404,".",81.0056,87.234,80.9783,72.6257,".",".",".",".",".",".",".",".",".",".",".",98.8235,96.9697,100,98.9583,".",100,86.0465,100,100,".",".",".",100,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",,,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
112,"HAMPTON CITY",80,"KG","5","WILLIAM MASON COOPER ELEM",28.9157,47.7612,61.5385,73.5849,62.2642,33.7349,44.7761,61.5385,84.9057,73.2143,15.6627,35.8209,45.098,64.1509,71.6981,25.6098,47.7612,67.3077,73.5849,65.4545,43.9394,75,76.087,90.1639,83.3333,57.3529,65,55.5556,67.7419,78.3333,33.8235,22.5,36.3636,59.322,70,31.8182,26.2626,".",35,56.6667,48.5294,67.5,47.7273,57.6271,78.1818,82.0896,90,84.0909,83.871,94.3396,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",,,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
112,"HAMPTON CITY",110,"KG","5","WYTHE ELEM.",36.3636,33.3333,34.9057,37.8378,65.0794,51.1364,41.8367,34.5794,45.9459,73.8462,27.5862,32.9897,39.2523,28.3784,57.8125,51.1364,41.2371,45.7944,44.5946,66.6667,41.0959,65.3846,67.7419,80.9524,86.4865,48.5714,46.988,30.2083,49.4382,46.6667,8.5714,22.5,28.866,35.2273,48.6842,7.1429,18.2927,".",17.9775,29.3333,35.2113,29.2683,25,45.4545,52,44.2857,61.4458,59.7938,68.9655,76.3158,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",,,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
