Name,Zip code tabulation area,Perimeter,sum of Response,Lsad Trans,max of MMI,Lsad,Zt51 D00 I,Area,min of MMI,average of MMI,count,Zt51 D00 ,average of Response,latitude,longitude
22938,22938,0.80444109354353,3,5-Digit ZCTA,3.6,Z5,423.0,0.00993289181269219,3.6,3.6,1,424.0,3.0,37.8675145,-78.784049
23084,23084,0.530556066320218,4,5-Digit ZCTA,4.7,Z5,421.0,0.0101363680564983,4.7,4.7,1,422.0,4.0,37.8801245,-78.1087485
24593,24593,0.577032721634973,5,5-Digit ZCTA,4.1,Z5,803.0,0.0101431278255,2.1,3.1,2,804.0,2.5,37.3222015,-78.908301
24018,24018,0.596683253288843,16,5-Digit ZCTA,2.0,Z5,928.0,0.0101929197889996,2.0,2.0,1,929.0,16.0,37.2141195,-80.061247
22712,22712,0.872157554736528,9,5-Digit ZCTA,3.6,Z5,185.0,0.0103167997316831,3.6,3.6,1,186.0,9.0,38.548217,-77.751429
22969,22969,0.798054461910157,2,5-Digit ZCTA,4.5,Z5,451.0,0.0103321495449996,4.5,4.5,1,452.0,2.0,37.8124965,-78.681941
22937,22937,0.839412634722058,3,5-Digit ZCTA,3.0,Z5,439.0,0.0103848179619994,3.0,3.0,1,440.0,3.0,37.825006,-78.6070425
23103,23103,0.755493856400963,14,5-Digit ZCTA,2.2,Z5,566.0,0.0103925108495,2.2,2.2,1,567.0,14.0,37.640554,-77.716009
24556,24556,0.934986863117744,3,5-Digit ZCTA,2.2,Z5,746.0,0.0104037103340009,2.2,2.2,1,747.0,3.0,37.3565435,-79.3846405
23435,23435,0.855763093278056,1,5-Digit ZCTA,2.0,Z5,1195.0,0.0104307141676645,2.0,2.0,1,1196.0,1.0,36.8286425,-76.4800365
22735,22735,0.552566949462984,5,5-Digit ZCTA,2.9,Z5,202.0,0.0104524769085014,2.9,2.9,1,203.0,5.0,38.4783735,-78.1815735
20144,20144,0.52430462817677,2,5-Digit ZCTA,2.0,Z5,55.0,0.0105401157589999,2.0,2.0,1,56.0,2.0,38.9155405,-77.9365385
22737,22737,0.673697197457869,4,5-Digit ZCTA,3.9,Z5,184.0,0.0105573168205,3.9,3.9,1,185.0,4.0,38.5902585,-77.9990275
24092,24092,0.755676714530785,3,5-Digit ZCTA,2.0,Z5,1098.0,0.0105712522524244,2.0,2.0,1,1099.0,3.0,36.9962865,-79.761282
24184,24184,1.06471796434742,5,5-Digit ZCTA,2.1,Z5,1033.0,0.0107112159467704,2.1,2.1,1,1034.0,5.0,37.091418,-79.789217
23960,23960,0.671827733658089,3,5-Digit ZCTA,2.0,Z5,806.0,0.010800298564096,2.0,2.0,1,807.0,3.0,37.331148,-78.550496
22949,22949,0.697034071858902,6,5-Digit ZCTA,3.3,Z5,463.0,0.0108922712268082,3.3,3.3,1,464.0,6.0,37.797721,-78.8823575
24317,24317,0.618453394169732,1,5-Digit ZCTA,2.0,Z5,1341.0,0.0109026874796045,2.0,2.0,1,1342.0,1.0,36.6151310496622,-80.673346
22567,22567,0.707444239683558,7,5-Digit ZCTA,3.2,Z5,275.0,0.0110715859164996,3.2,3.2,1,276.0,7.0,38.23795,-77.9263105
23123,23123,0.621251528712892,1,5-Digit ZCTA,2.2,Z5,570.0,0.0111020004004989,2.2,2.2,1,571.0,1.0,37.652552,-78.302476
22968,22968,0.669102054621524,35,5-Digit ZCTA,3.8,Z5,270.0,0.0114510714395009,3.8,3.8,1,271.0,35.0,38.2550105,-78.384751
23832,23832,0.993018914092375,23,5-Digit ZCTA,2.7,Z5,745.0,0.0114647024795005,2.7,2.7,1,746.0,23.0,37.408737,-77.6254145
23047,23047,0.997843925641459,5,5-Digit ZCTA,2.0,Z5,431.0,0.0114712858652108,2.0,2.0,1,432.0,5.0,37.860091,-77.481977
24133,24133,0.689439265930613,1,5-Digit ZCTA,2.0,Z5,1303.0,0.0114778996665004,2.0,2.0,1,1304.0,1.0,36.6806135,-80.1338945
23059,23059,0.746334238341299,48,5-Digit ZCTA,3.4,Z5,535.0,0.0117236584915026,3.4,3.4,1,536.0,48.0,37.7088575,-77.5422435
22408,22408,0.821303242296701,63,5-Digit ZCTA,4.0,Z5,286.0,0.0118388238664997,4.0,4.0,1,287.0,63.0,38.216614,-77.4029395
24571,24571,0.903947022689902,1,5-Digit ZCTA,3.1,Z5,980.0,0.0119340958765002,3.1,3.1,1,981.0,1.0,37.1313,-79.3727075
20180,20180,0.523223582155085,1,5-Digit ZCTA,1.0,Z5,4.0,0.0120571661306159,1.0,1.0,1,5.0,1.0,39.268551,-77.634984
24179,24179,0.769820669583938,14,5-Digit ZCTA,3.4,Z5,842.0,0.0122165896714987,3.4,3.4,1,843.0,14.0,37.283146,-79.813634
22172,22172,0.752264086180575,3,5-Digit ZCTA,2.7,Z5,182.0,0.0122514428854998,2.7,2.7,1,183.0,3.0,38.5816665,-77.430095
24477,24477,0.704534913180304,5,5-Digit ZCTA,2.0,Z5,356.0,0.0123732966919992,2.0,2.0,1,357.0,5.0,38.006994,-79.0438395
22923,22923,0.72930980048916,24,5-Digit ZCTA,4.5,Z5,288.0,0.0124439867309984,4.5,4.5,1,289.0,24.0,38.189171,-78.3267735
23860,23860,0.938590994073704,2,5-Digit ZCTA,2.7,Z5,871.0,0.0124563059344975,2.7,2.7,1,872.0,2.0,37.2736615,-77.219994
22610,22610,0.659470381999185,2,5-Digit ZCTA,2.0,Z5,97.0,0.0124619890920001,2.0,2.0,1,98.0,2.0,38.817971,-78.2674785
22911,22911,0.702617730274479,64,5-Digit ZCTA,4.2,Z5,310.0,0.0126208607324982,4.2,4.2,1,311.0,64.0,38.0980185,-78.396645
22952,22952,0.734118492048686,1,5-Digit ZCTA,2.0,Z5,365.0,0.0129950540400006,2.0,2.0,1,366.0,1.0,37.9619515,-78.962668
22733,22733,0.784231341558375,2,5-Digit ZCTA,5.4,Z5,236.0,0.0131139597503269,5.4,5.4,1,237.0,2.0,38.3338655,-78.046215
22812,22812,1.07120749708192,1,5-Digit ZCTA,2.0,Z5,221.0,0.0131476825076575,2.0,2.0,1,222.0,1.0,38.385784,-79.0678845
22642,22642,0.811761428897033,7,5-Digit ZCTA,2.0,Z5,48.0,0.0131689198319997,2.0,2.0,2,49.0,3.5,38.9187995,-78.036265
23038,23038,0.728635609554093,4,5-Digit ZCTA,4.5,Z5,467.0,0.0131953289195015,4.5,4.5,1,468.0,4.0,37.803037,-78.114489
23113,23113,0.589027083236505,20,5-Digit ZCTA,2.6,Z5,657.0,0.0132690547314995,2.6,2.6,1,658.0,20.0,37.5248415,-77.680224
22947,22947,0.874056378093643,17,5-Digit ZCTA,3.5,Z5,335.0,0.013353583748501,3.5,3.5,1,336.0,17.0,38.03947,-78.3327825
22664,22664,0.769115813499652,1,5-Digit ZCTA,2.0,Z5,66.0,0.0134611581989992,2.0,2.0,1,67.0,1.0,38.872115,-78.534132
24101,24101,0.876482900386471,6,5-Digit ZCTA,4.1,Z5,963.0,0.0139783613388973,4.1,4.1,1,964.0,6.0,37.168584,-79.8020135
20106,20106,0.7296743256965,4,5-Digit ZCTA,3.4,Z5,145.0,0.0140676800130004,3.4,3.4,1,146.0,4.0,38.7019335,-77.9970145
22922,22922,0.937898149117157,4,5-Digit ZCTA,3.5,Z5,515.0,0.0141012771141646,3.5,3.5,1,516.0,4.0,37.7070115,-78.9379575
24070,24070,0.779363034417505,1,5-Digit ZCTA,2.0,Z5,779.0,0.014436985163,2.0,2.0,1,780.0,1.0,37.3617415,-80.1920075
22959,22959,0.935975466288861,4,5-Digit ZCTA,3.0,Z5,392.0,0.0145235299909997,3.0,3.0,1,393.0,4.0,37.9160485,-78.674161
22901,22901,0.734936144822297,117,5-Digit ZCTA,4.0,Z5,329.0,0.0145654036340017,4.0,4.0,1,330.0,117.0,38.088812,-78.5625165
22405,22405,0.664174589059684,67,5-Digit ZCTA,3.4,Z5,240.0,0.0146461079968017,3.4,3.4,1,241.0,67.0,38.320567,-77.411345
20135,20135,0.791102696603557,1,5-Digit ZCTA,2.0,Z5,19.0,0.0146921545572356,2.0,2.0,1,20.0,1.0,39.0752260604608,-77.895283
23966,23966,0.798125003356836,1,5-Digit ZCTA,1.0,Z5,798.0,0.0148566445270024,1.0,1.0,1,799.0,1.0,37.3132405,-78.2837425
22920,22920,0.879170794042271,4,5-Digit ZCTA,3.4,Z5,359.0,0.0150610620838507,3.4,3.4,1,360.0,4.0,37.98579,-78.7801425
24586,24586,1.02261902258787,2,5-Digit ZCTA,3.1,Z5,1325.0,0.0152954461659522,3.1,3.1,1,1326.0,2.0,36.6224175,-79.279659
20181,20181,0.777576074557076,12,5-Digit ZCTA,3.3,Z5,147.0,0.0153101533739983,3.3,3.3,1,148.0,12.0,38.6931825,-77.56636
20176,20176,0.742552129384454,16,5-Digit ZCTA,3.6,Z5,9.0,0.0155098418011805,3.6,3.6,1,10.0,16.0,39.180545,-77.5362475
22407,22407,0.867262250908921,123,5-Digit ZCTA,3.8,Z5,248.0,0.0155771565919993,3.8,3.8,1,249.0,123.0,38.2723695,-77.5932085
23116,23116,0.857702766260934,19,5-Digit ZCTA,2.8,Z5,544.0,0.0156724167810003,2.8,2.8,1,545.0,19.0,37.678824,-77.3265265
22134,22134,0.792944916116504,2,5-Digit ZCTA,2.0,Z5,193.0,0.0157282188625345,2.0,2.0,1,194.0,2.0,38.5360250931661,-77.421231017984
23833,23833,0.97216837869223,1,5-Digit ZCTA,2.7,Z5,888.0,0.0158055715695,2.7,2.7,1,889.0,1.0,37.2050175,-77.6727955
24067,24067,0.933460309022684,1,5-Digit ZCTA,5.0,Z5,1061.0,0.0161612269984985,5.0,5.0,1,1062.0,1.0,37.0276505,-80.0612245
20198,20198,0.980496700660425,2,5-Digit ZCTA,3.3,Z5,59.0,0.0162906282570023,3.3,3.3,1,60.0,2.0,38.882831,-77.759726
24473,24473,0.841564912014274,1,5-Digit ZCTA,2.2,Z5,377.0,0.0162971108657208,2.2,2.2,1,378.0,1.0,37.9336385,-79.4134975
20186,20186,0.727477792658835,17,5-Digit ZCTA,2.7,Z5,124.0,0.0165880018530006,2.7,2.7,1,125.0,17.0,38.717856,-77.8524635
23124,23124,0.944290965000891,1,5-Digit ZCTA,2.2,Z5,631.0,0.016902458823588,2.2,2.2,1,632.0,1.0,37.5513515,-77.065028
22443,22443,0.809789050076648,1,5-Digit ZCTA,3.1,Z5,287.0,0.0169489441547546,3.1,3.1,1,288.0,1.0,38.1793875,-76.9845515905622
24483,24483,1.13223097788865,1,5-Digit ZCTA,2.7,Z5,433.0,0.0171474020755848,2.7,2.7,1,434.0,1.0,37.819408,-79.217232
23069,23069,1.0660200695139,1,5-Digit ZCTA,3.1,Z5,477.0,0.0171771140869996,3.1,3.1,1,478.0,1.0,37.7660355,-77.333248
22902,22902,0.945336819917204,57,5-Digit ZCTA,3.4,Z5,364.0,0.0172564587405029,3.4,3.4,1,365.0,57.0,37.953855,-78.4690785
24550,24550,0.936304802081867,4,5-Digit ZCTA,5.0,Z5,878.0,0.0173282660870009,5.0,5.0,1,879.0,4.0,37.230949,-79.2787665
22657,22657,1.14212581515436,1,5-Digit ZCTA,3.1,Z5,26.0,0.0173976812949999,3.1,3.1,1,27.0,1.0,39.0102775,-78.3439875
23456,23456,1.42881064252273,2,5-Digit ZCTA,1.0,Z5,1270.0,0.0174635171641831,1.0,1.0,1,1271.0,2.0,36.6843395,-76.0098815
23120,23120,0.739282389356659,1,5-Digit ZCTA,4.8,Z5,730.0,0.0174772383779991,4.8,4.8,1,731.0,1.0,37.399548,-77.7819895
20175,20175,0.769887827252961,19,5-Digit ZCTA,2.6,Z5,22.0,0.0177063569314995,2.6,2.6,1,23.0,19.0,39.048561,-77.608195
24416,24416,1.00552126584978,6,5-Digit ZCTA,3.1,Z5,480.0,0.0177097534499167,3.1,3.1,1,481.0,6.0,37.7297715,-79.3267875
20119,20119,0.869502672409333,5,5-Digit ZCTA,3.2,Z5,165.0,0.0177652773880004,2.0,2.6,2,166.0,2.5,38.624943,-77.624469
24472,24472,1.05939764662857,2,5-Digit ZCTA,3.1,Z5,386.0,0.0178842573935003,3.1,3.1,1,387.0,2.0,37.942589,-79.203543
24551,24551,0.99192674748229,15,5-Digit ZCTA,2.8,Z5,731.0,0.0180393674110004,2.8,2.8,1,732.0,15.0,37.3652975,-79.3092305
22508,22508,0.830507513803342,36,5-Digit ZCTA,4.2,Z5,241.0,0.0180755731751172,4.2,4.2,1,242.0,36.0,38.3112675,-77.7871345
24563,24563,0.907200668077417,3,5-Digit ZCTA,3.1,Z5,1051.0,0.0181525749985028,3.1,3.1,1,1052.0,3.0,37.0620535,-79.287084
22903,22903,0.959545657755285,136,5-Digit ZCTA,4.0,Z5,357.0,0.0181955332580002,4.0,4.0,1,358.0,136.0,37.986394,-78.608241
23917,23917,1.52553785458363,1,5-Digit ZCTA,2.0,Z5,1311.0,0.0183292790850551,2.0,2.0,1,1312.0,1.0,36.656223,-78.371509
24148,24148,0.980764886058434,1,5-Digit ZCTA,2.2,Z5,1348.0,0.0186466743105491,2.2,2.2,1,1349.0,1.0,36.6006486788642,-79.8545015
20187,20187,0.907991067455587,30,5-Digit ZCTA,3.2,Z5,112.0,0.0186776725755,3.2,3.2,1,113.0,30.0,38.7335945,-77.741813
24540,24540,1.16746593633463,1,5-Digit ZCTA,4.1,Z5,1300.0,0.0187271960409996,4.1,4.1,1,1301.0,1.0,36.651019,-79.449412
22630,22630,1.18307680450636,34,5-Digit ZCTA,3.1,Z5,44.0,0.018766743185288,3.1,3.1,1,45.0,34.0,38.917423,-78.133746
23805,23805,0.863728479849911,4,5-Digit ZCTA,3.3,Z5,968.0,0.0187967416569981,3.3,3.3,1,969.0,4.0,37.12935,-77.403438
23005,23005,0.973338475406961,15,5-Digit ZCTA,3.5,Z5,486.0,0.0191820800117837,3.5,3.5,1,487.0,15.0,37.755297,-77.488845
22406,22406,0.781476334326128,59,5-Digit ZCTA,3.6,Z5,211.0,0.0193516128839999,3.6,3.6,1,212.0,59.0,38.4035845,-77.5331595
24588,24588,1.19660680956408,9,5-Digit ZCTA,3.7,Z5,845.0,0.0194281745375005,3.7,3.7,1,846.0,9.0,37.2702285,-79.093168
22973,22973,0.938883723252636,11,5-Digit ZCTA,3.2,Z5,232.0,0.019546553685001,3.2,3.2,1,233.0,11.0,38.315077,-78.485525
23192,23192,0.915525021390471,16,5-Digit ZCTA,4.2,Z5,447.0,0.0196159492755017,4.2,4.2,1,448.0,16.0,37.8257785,-77.676909
23111,23111,0.886659040535838,7,5-Digit ZCTA,3.6,Z5,589.0,0.0198562379140004,3.6,3.6,1,590.0,7.0,37.613355,-77.2563815
23841,23841,1.15521169329635,1,5-Digit ZCTA,2.0,Z5,1043.0,0.0198970863954999,2.0,2.0,1,1044.0,1.0,37.044998,-77.5580165
23803,23803,1.08113426982433,7,5-Digit ZCTA,3.0,Z5,900.0,0.0199941270525006,3.0,3.0,1,901.0,7.0,37.1954285,-77.4598605
24121,24121,1.08478994650065,3,5-Digit ZCTA,2.2,Z5,876.0,0.0201861429954722,2.2,2.2,1,877.0,3.0,37.204395,-79.6284745
22520,22520,0.976662483247323,1,5-Digit ZCTA,2.0,Z5,312.0,0.0204993439989725,2.0,2.0,1,313.0,1.0,38.1122619037999,-76.8407015
24104,24104,1.75400978076153,1,5-Digit ZCTA,2.2,Z5,932.0,0.0206789566865102,2.2,2.2,1,933.0,1.0,37.152677,-79.483601
22740,22740,0.95720693038772,3,5-Digit ZCTA,2.0,Z5,150.0,0.0207860659715005,2.0,2.0,1,151.0,3.0,38.6352775,-78.2583915
24541,24541,1.22245719713429,6,5-Digit ZCTA,2.7,Z5,1329.0,0.0210410327996914,2.7,2.7,1,1330.0,6.0,36.618439,-79.5015163575643
24421,24421,0.725743864634973,1,5-Digit ZCTA,2.0,Z5,267.0,0.0213459461074992,2.0,2.0,1,268.0,1.0,38.261158,-79.1771845
24175,24175,1.15763052661598,1,5-Digit ZCTA,3.4,Z5,718.0,0.0215424756975053,3.4,3.4,1,719.0,1.0,37.424604,-79.930403
24572,24572,1.24691700672758,18,5-Digit ZCTA,3.6,Z5,686.0,0.0216045011954993,3.6,3.6,1,687.0,18.0,37.4701725,-79.0489945
22611,22611,0.824718504743338,4,5-Digit ZCTA,2.9,Z5,10.0,0.0220505896411565,2.9,2.9,1,11.0,4.0,39.166935,-77.9759006703876
23921,23921,1.18659324857661,4,5-Digit ZCTA,4.5,Z5,571.0,0.0223616982955015,4.5,4.5,1,572.0,4.0,37.6025595,-78.6126515
22802,22802,1.16688327285024,5,5-Digit ZCTA,2.3,Z5,196.0,0.0226434771224961,2.3,2.3,1,197.0,5.0,38.498159,-78.8420585
24084,24084,1.18977102578717,1,5-Digit ZCTA,3.4,Z5,975.0,0.0229160856383532,3.4,3.4,1,976.0,1.0,37.129023,-80.7550985
23015,23015,1.07031559757058,15,5-Digit ZCTA,4.0,Z5,363.0,0.0231327193059994,4.0,4.0,1,364.0,15.0,37.9352455,-77.613623
24558,24558,1.32234501435806,1,5-Digit ZCTA,5.0,Z5,1234.0,0.0233035068069984,5.0,5.0,1,1235.0,1.0,36.768235,-78.942113
23923,23923,1.12899712857312,2,5-Digit ZCTA,2.0,Z5,1011.0,0.0234256141729703,2.0,2.0,1,1012.0,2.0,37.0700475,-78.6391365
22851,22851,1.3820393520797,2,5-Digit ZCTA,2.0,Z5,181.0,0.0234367664588353,2.0,2.0,1,182.0,2.0,38.533213,-78.5199305
20132,20132,1.26603641564415,14,5-Digit ZCTA,2.7,Z5,5.0,0.0236143002063836,2.7,2.7,1,6.0,14.0,39.1795199311594,-77.752394
22827,22827,1.08670566832516,1,5-Digit ZCTA,3.8,Z5,213.0,0.0239057409510001,3.8,3.8,1,214.0,1.0,38.3928735,-78.6181045
22727,22727,1.02755221104555,12,5-Digit ZCTA,4.0,Z5,216.0,0.0239077590679986,4.0,4.0,1,217.0,12.0,38.3824705,-78.3206755
22980,22980,1.10195268798032,29,5-Digit ZCTA,3.3,Z5,308.0,0.0243140861234998,3.3,3.3,1,309.0,29.0,38.1170465,-78.8934015
24520,24520,0.973555853680059,2,5-Digit ZCTA,2.0,Z5,1343.0,0.0244754866381536,2.0,2.0,1,1344.0,2.0,36.6064715467299,-79.0499110080342
24073,24073,1.2726759878488,4,5-Digit ZCTA,3.7,Z5,972.0,0.0246621470225527,3.7,3.7,1,973.0,4.0,37.10349,-80.420678
22580,22580,1.15057177104894,6,5-Digit ZCTA,4.5,Z5,299.0,0.0247443511834966,4.5,4.5,1,300.0,6.0,38.1289935,-77.4412685
23838,23838,1.05960908458669,21,5-Digit ZCTA,3.2,Z5,826.0,0.0250633252064967,3.2,3.2,1,827.0,21.0,37.311974,-77.6343375
23231,23231,0.991791199766712,7,5-Digit ZCTA,2.0,Z5,693.0,0.0252746594090034,2.0,2.0,1,694.0,7.0,37.443647,-77.299302
24090,24090,1.20144745731396,2,5-Digit ZCTA,2.0,Z5,640.0,0.0253763031005025,2.0,2.0,1,641.0,2.0,37.5212,-79.8559855
22554,22554,1.14582744867759,73,5-Digit ZCTA,3.5,Z5,203.0,0.0257727335351454,3.5,3.5,1,204.0,73.0,38.437909,-77.443604
23188,23188,1.42379931303159,2,5-Digit ZCTA,2.0,Z5,747.0,0.0263100089497259,2.0,2.0,1,748.0,2.0,37.358211,-76.746701
20115,20115,1.15050570934101,2,5-Digit ZCTA,3.3,Z5,56.0,0.0267733024154966,3.3,3.3,1,57.0,2.0,38.8379835,-77.8871695
23930,23930,1.02704061994948,1,5-Digit ZCTA,3.4,Z5,921.0,0.0277022361538579,3.4,3.4,1,922.0,1.0,37.1582685,-78.0895985
24590,24590,1.24221889030558,9,5-Digit ZCTA,2.9,Z5,404.0,0.027727295060497,2.9,2.9,1,405.0,9.0,37.84527,-78.4639455
23063,23063,0.98956273693261,7,5-Digit ZCTA,5.3,Z5,492.0,0.0277661881474991,5.3,5.3,1,493.0,7.0,37.726663,-77.986119
22932,22932,1.08732726531168,29,5-Digit ZCTA,4.1,Z5,296.0,0.0281873590514838,4.1,4.1,1,297.0,29.0,38.128025,-78.705891
23024,23024,1.60256486555333,20,5-Digit ZCTA,4.6,Z5,342.0,0.0282456460518525,4.6,4.6,1,343.0,20.0,37.939854,-77.7874415
24553,24553,1.54531134620419,3,5-Digit ZCTA,2.0,Z5,613.0,0.0298617198263296,2.0,2.0,1,614.0,3.0,37.5609505,-78.8185965
22960,22960,1.40004460919959,24,5-Digit ZCTA,4.3,Z5,263.0,0.030388881968881,4.3,4.3,1,264.0,24.0,38.2283285,-78.045192
24153,24153,1.06499728013913,3,5-Digit ZCTA,2.3,Z5,800.0,0.0312241040870005,2.3,2.3,1,801.0,3.0,37.27099,-80.101439
23970,23970,1.25553917205123,2,5-Digit ZCTA,2.0,Z5,1203.0,0.0317559418574997,2.0,2.0,1,1204.0,2.0,36.7531445,-78.196764
22942,22942,1.32584877091278,8,5-Digit ZCTA,4.3,Z5,302.0,0.0318877471994998,4.3,4.3,1,303.0,8.0,38.097354,-78.181387
22602,22602,1.45628435165234,3,5-Digit ZCTA,2.6,Z5,12.0,0.0321184711979914,2.6,2.6,1,13.0,3.0,39.1492005,-78.277992
22963,22963,1.22794106538389,43,5-Digit ZCTA,4.0,Z5,409.0,0.0328795041090021,4.0,4.0,1,410.0,43.0,37.835087,-78.280825
23117,23117,2.15734790329494,20,5-Digit ZCTA,4.4,Z5,343.0,0.0332701833269828,4.4,4.4,1,344.0,20.0,37.9335465,-77.882496
24574,24574,1.38614314103619,5,5-Digit ZCTA,3.4,Z5,551.0,0.0341500939895498,3.4,3.4,1,552.0,5.0,37.6111985,-79.258588
24401,24401,1.31297250781389,19,5-Digit ZCTA,3.5,Z5,292.0,0.0343257088584981,3.5,3.5,1,293.0,19.0,38.136137,-79.067558
22835,22835,1.4286396831356,4,5-Digit ZCTA,2.0,Z5,123.0,0.0348712183084654,2.0,2.0,1,124.0,4.0,38.702194,-78.469317
24060,24060,1.06888807376926,14,5-Digit ZCTA,3.3,Z5,832.0,0.0354646156044716,3.3,3.3,1,833.0,14.0,37.266854,-80.432496
23040,23040,1.51510448149554,3,5-Digit ZCTA,2.8,Z5,627.0,0.0355630803258213,2.8,2.8,1,628.0,3.0,37.5129275,-78.2572285
24592,24592,1.74759469144624,2,5-Digit ZCTA,2.7,Z5,1296.0,0.0356707216745047,2.7,2.7,1,1297.0,2.0,36.6763865,-78.95639
23944,23944,1.49293146192059,2,5-Digit ZCTA,3.3,Z5,1124.0,0.0358765814491619,3.3,3.3,1,1125.0,2.0,36.9072045,-78.152779
23030,23030,2.57922900620704,2,5-Digit ZCTA,2.9,Z5,736.0,0.0370500023882769,2.9,2.9,1,737.0,2.0,37.356959,-77.0714875
23947,23947,1.7858985377081,2,5-Digit ZCTA,2.0,Z5,992.0,0.0371898495215297,2.0,2.0,1,993.0,2.0,37.040283,-78.4386285
24333,24333,1.44253120832621,2,5-Digit ZCTA,3.6,Z5,1289.0,0.0372863914391712,3.6,3.6,1,1290.0,2.0,36.669415,-80.9359505
24112,24112,1.67622944128015,3,5-Digit ZCTA,2.2,Z5,1240.0,0.0395374083782967,2.2,2.2,1,1241.0,3.0,36.726599,-79.866728
24066,24066,1.19930903740471,2,5-Digit ZCTA,2.0,Z5,610.0,0.0397702785619978,2.0,2.0,1,611.0,2.0,37.554084,-79.666076
22427,22427,1.46960438668285,1,5-Digit ZCTA,2.2,Z5,303.0,0.0400981983199298,2.2,2.2,1,304.0,1.0,38.0775805,-77.2656375
22546,22546,1.59577925949353,28,5-Digit ZCTA,3.6,Z5,352.0,0.041091286551505,3.6,3.6,1,353.0,28.0,37.9550005,-77.4330105
22701,22701,1.41581104435022,82,5-Digit ZCTA,4.2,Z5,197.0,0.0426303493560014,4.2,4.2,1,198.0,82.0,38.4347825,-77.986698
24151,24151,1.63392951391823,3,5-Digit ZCTA,2.5,Z5,1084.0,0.0433623183883198,2.5,2.5,1,1085.0,3.0,36.951778,-79.854771
24465,24465,1.33166711998773,2,5-Digit ZCTA,3.4,Z5,204.0,0.0467612115520835,3.4,3.4,1,205.0,2.0,38.3705325,-79.6534030600668
24085,24085,1.84675993210901,1,5-Digit ZCTA,3.4,Z5,510.0,0.047298623457579,3.4,3.4,1,511.0,1.0,37.686181,-79.8498655
23824,23824,1.47116564055129,3,5-Digit ZCTA,4.2,Z5,955.0,0.0473702921466392,4.2,4.2,1,956.0,3.0,37.0788975,-77.9702915
22485,22485,1.46153247789556,15,5-Digit ZCTA,2.8,Z5,239.0,0.0483821623816714,2.8,2.8,1,240.0,15.0,38.2708395,-77.1726105
24577,24577,1.23575479724449,3,5-Digit ZCTA,2.0,Z5,1108.0,0.0496404048209964,2.0,2.0,1,1109.0,3.0,36.934472,-78.9702405
23901,23901,1.79647931926912,11,5-Digit ZCTA,3.8,Z5,765.0,0.0506928128554041,3.8,3.8,1,766.0,11.0,37.3073805,-78.4035185
24531,24531,1.89812206519317,1,5-Digit ZCTA,2.2,Z5,1158.0,0.051644684154061,2.2,2.2,1,1159.0,1.0,36.8386555,-79.4334515
23936,23936,2.24317968835919,6,5-Digit ZCTA,4.0,Z5,599.0,0.0550868923326782,4.0,4.0,1,600.0,6.0,37.5429435,-78.502811
23093,23093,1.69923175018612,25,5-Digit ZCTA,4.5,Z5,324.0,0.055210119402002,4.5,4.5,1,325.0,25.0,37.987588,-78.054648
24522,24522,1.75914433998969,9,5-Digit ZCTA,2.9,Z5,708.0,0.0554106952536229,2.9,2.9,1,709.0,9.0,37.3568405,-78.758313
24523,24523,1.60477233381806,19,5-Digit ZCTA,3.6,Z5,721.0,0.0555125692180312,3.6,3.6,1,722.0,19.0,37.321069,-79.5273705
22553,22553,2.13349138854112,51,5-Digit ZCTA,3.6,Z5,254.0,0.0567008000067932,3.6,3.6,1,255.0,51.0,38.197251,-77.682067
24450,24450,1.65584463337858,19,5-Digit ZCTA,3.5,Z5,403.0,0.0574484363437757,3.5,3.5,1,404.0,19.0,37.801504,-79.5123275
24521,24521,1.80917903657861,16,5-Digit ZCTA,4.0,Z5,513.0,0.0583110740295014,4.0,4.0,1,514.0,16.0,37.6356605,-79.088221
23139,23139,1.55163360101938,50,5-Digit ZCTA,3.7,Z5,587.0,0.0646096020899973,3.7,3.7,1,588.0,50.0,37.553177,-77.9410905
23002,23002,1.79147479223901,7,5-Digit ZCTA,2.8,Z5,725.0,0.0673077513265055,2.8,2.8,1,726.0,7.0,37.347873,-77.9723675
